head,tail,relation,score
https://developer.nvidia.com/nvidia-tensorrt-7x-download,nsorR,使用参考,0.8825268149375916
https://developer.nvidia.com/nvidia-tensorrt-7x-download,.2.,版本,0.8994548320770264
https://developer.nvidia.com/nvidia-tensorrt-7x-download,x,详情参考,0.9505639672279358
https://developer.nvidia.com/nvidia-tensorrt-7x-download,8dnn8.0,使用参考,0.8463209271430969
https://developer.nvidia.com/nvidia-tensorrt-7x-download,命令,详情参考,0.9372404217720032
nsorR,.2.,版本,0.9973098039627075
nsorR,untu-18.04.,上面安装,0.8978069424629211
nsorR,x,使用安装,0.9818019270896912
nsorR,命令,使用安装,0.9652783870697021
AR格,.2.,版本,0.9973311424255371
AR格,x,使用安装,0.9812026023864746
AR格,命令,使用安装,0.9755644798278809
.2.,untu-18.04.,版本,0.993129551410675
.2.,x,版本,0.985235333442688
.2.,8dnn8.0,版本,0.9969520568847656
.2.,命令,版本,0.9560756683349609
untu-18.04.,8dnn8.0,上面安装,0.905224621295929
.2.,untu-18,版本,0.9966533780097961
.2.,.04.,版本,0.997334361076355
untu-18,.04.,版本,0.9965732097625732
cd TensorR,7.2.2.,版本,0.9941242337226868
Conda,虚拟环境,使用安装,0.9802055358886719
Python,版本,使用安装,0.9894866943359375
Python,Conda,工具安装,0.9932314157485962
Python,虚拟环境,使用安装,0.9694468379020691
版本,Conda,使用安装,0.9931169748306274
版本,虚拟环境,创建或使用关联,0.9913634061813354
Conda,虚拟环境,使用安装,0.9846808910369873
Python,3.7.5,版本,0.9973834156990051
Python,版本,使用安装,0.9921384453773499
3.7.5,版本,版本,0.8648318648338318
conda creat,e,编译安装,0.9911153316497803
conda creat,"c conda-forge -n mindspore_py37 python=3.7.5 -y
",编译安装,0.9917258024215698
版本,Python,使用安装,0.9924880266189575
版本,命令,创建或使用关联,0.9822301864624023
版本,3.7,版本,0.9219304323196411
版本,3.8,版本,0.9137758016586304
版本,3.9,版本,0.9248316884040833
Python,命令,使用安装,0.9919780492782593
Python,3.7,版本,0.9973867535591125
Python,3.8,版本,0.9973793029785156
Python,3.9,版本,0.9973781108856201
命令,3.7,版本,0.959155797958374
命令,3.8,版本,0.956062912940979
命令,3.9,版本,0.9494026899337769
3.7,3.8,版本,0.997353196144104
3.7,3.9,版本,0.9973529577255249
3.8,3.9,版本,0.9973553419113159
Conda,虚拟环境,使用安装,0.9676093459129333
Conda,命令,使用安装,0.9894326329231262
Conda,MindSpore,工具安装,0.9859043955802917
Conda,版本,使用安装,0.9900239109992981
Conda,https://www.mindspore.cn/versions,使用参考,0.9165496826171875
Conda,mindspore-gpu,工具安装,0.9856444597244263
虚拟环境,命令,创建或使用关联,0.9843259453773499
虚拟环境,MindSpore,使用安装,0.9885596632957458
虚拟环境,版本,创建或使用关联,0.9815636873245239
虚拟环境,https://www.mindspore.cn/versions,详情参考,0.9874657988548279
虚拟环境,mindspore-gpu,使用安装,0.9781033992767334
命令,MindSpore,使用安装,0.9928843975067139
命令,版本,创建或使用关联,0.9800017476081848
命令,https://www.mindspore.cn/versions,详情参考,0.9871381521224976
命令,mindspore-gpu,使用安装,0.9870229363441467
MindSpore,版本,使用安装,0.9911665320396423
MindSpore,https://www.mindspore.cn/versions,使用参考,0.9136017560958862
MindSpore,mindspore-gpu,工具安装,0.9805011749267578
版本,https://www.mindspore.cn/versions,详情参考,0.9886942505836487
版本,mindspore-gpu,使用安装,0.9857320189476013
https://www.mindspore.cn/versions,mindspore-gpu,使用参考,0.9325798749923706
MindSpore,安装包,使用安装,0.8509342670440674
MindSpore,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,使用参考,0.8760900497436523
MindSpore,ModelZoo,工具安装,0.9851227402687073
MindSpore,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.9691688418388367
MindSpore,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.8978310823440552
安装包,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,详情参考,0.988831102848053
安装包,ModelZoo,使用安装,0.9191285967826843
安装包,https://gitee.com/mindspore/models/tree/r1.7/,详情参考,0.9851882457733154
安装包,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,详情参考,0.9888064861297607
依赖,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,详情参考,0.988921046257019
依赖,https://gitee.com/mindspore/models/tree/r1.7/,详情参考,0.9839036464691162
依赖,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,详情参考,0.9888024926185608
https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,ModelZoo,使用参考,0.8406226634979248
https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.9645781517028809
https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.9009479880332947
ModelZoo,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.9690826535224915
ModelZoo,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.8931710720062256
https://gitee.com/mindspore/models/tree/r1.7/,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.9365211129188538
MindSpore GPU,版本,使用安装,0.992790699005127
MindSpore GPU,路径,使用安装,0.9925474524497986
MindSpore GPU,环境变量,使用安装,0.9867545962333679
MindSpore GPU,CUDA,工具安装,0.9917396306991577
版本,路径,创建或使用关联,0.871446430683136
版本,环境变量,创建或使用关联,0.9780036211013794
版本,CUDA,使用安装,0.9929625391960144
路径,环境变量,创建或使用关联,0.9850078821182251
路径,CUDA,使用安装,0.993051290512085
环境变量,CUDA,使用安装,0.9931406378746033
CUDA,版本,使用安装,0.9922399520874023
CUDA,路径,使用安装,0.9927477240562439
CUDA,命令,使用安装,0.9920827150344849
CUDA,/usr/local/cuda,使用参考,0.9669352173805237
版本,路径,创建或使用关联,0.9664955139160156
版本,命令,创建或使用关联,0.9661720395088196
版本,/usr/local/cuda,详情参考,0.9610220789909363
路径,命令,创建或使用关联,0.9625676870346069
路径,/usr/local/cuda,详情参考,0.9108035564422607
命令,/usr/local/cuda,详情参考,0.965218722820282
MindSpore,version,工具安装,0.9924445748329163
MindSpore,版本,使用安装,0.9908835291862488
version,版本,使用安装,0.9850990772247314
mport,mpy,工具安装,0.9923591017723083
mindspore,poTensor,工具安装,0.9908376336097717
por,mindspore,工具安装,0.992493212223053
por,context,工具安装,0.9927132725715637
mindspore,context,工具安装,0.9926459789276123
Tensor,p.one,工具安装,0.9928820133209229
Tensor,one,工具安装,0.9930251836776733
pip方式,MindSpore CPU,安装,0.9910115003585815
pip方式,ndows,安装,0.9909799695014954
MindSpore CPU,版本,使用安装,0.983993411064148
MindSpore CPU,ndows,安装,0.95412677526474
版本,ndows,使用安装,0.9829431772232056
pip方式,MindSpore CPU,安装,0.9910835027694702
pip方式,版本,安装,0.8293430805206299
pip方式,Windows,安装,0.9911088943481445
pip方式,mindspore-cpu,安装,0.9909135103225708
pip方式,windows,安装,0.9911085367202759
MindSpore CPU,Windows,安装,0.9903625845909119
MindSpore CPU,mindspore-cpu,安装,0.9905266761779785
MindSpore CPU,windows,安装,0.9910145401954651
版本,Windows,使用安装,0.8948432803153992
Windows,mindspore-cpu,安装,0.9896742701530457
mindspore-cpu,windows,安装,0.9908021092414856
MindSpore,版本,使用安装,0.9925893545150757
版本,mindspore,使用安装,0.9913382530212402
https://gitee.com/mindspore/docs/blob/r1.7/install/mindspore_cpu_win_install_pip.md,https://mindspore-website.obs.cn-north-4.myhuaweicloud.com/website-images/r1.7/resource/_static/logo_source.png,使用参考,0.8413708806037903
CPU,pip方式,安装,0.9889323711395264
pip方式,MindSpore,安装,0.990393340587616
系统环境,Windows（CPU,使用安装,0.9919043183326721
系统环境,MindSpore,使用安装,0.9915914535522461
系统环境,https://gitee.com/lvmingfu,详情参考,0.9681097269058228
依赖,Windows（CPU,使用安装,0.9915887713432312
依赖,MindSpore,使用安装,0.9893060326576233
依赖,https://gitee.com/lvmingfu,详情参考,0.9553099274635315
社区,Windows（CPU,使用安装,0.9933069348335266
社区,源码编,使用安装,0.8235525488853455
社区,MindSpore,使用安装,0.9931665062904358
社区,https://gitee.com/lvmingfu,详情参考,0.9611830711364746
Windows（CPU,https://www.mindspore.cn/news/newschildren?id=364,使用安装,0.9912835359573364
Windows（CPU,https://gitee.com/lvmingfu,使用参考,0.9585513472557068
源码编,https://gitee.com/lvmingfu,使用参考,0.875818133354187
MindSpore,https://www.mindspore.cn/news/newschildren?id=364,使用安装,0.9903501868247986
MindSpore,https://gitee.com/lvmingfu,使用参考,0.9578865170478821
https://www.mindspore.cn/news/newschildren?id=364,https://gitee.com/lvmingfu,详情参考,0.9545634388923645
Windows,x86架构6,使用安装,0.991643488407135
Python,3.7,版本,0.9973875880241394
Python,3.9,版本,0.9973940849304199
Python,版本,使用安装,0.9925940632820129
3.7,3.9,版本,0.9973188042640686
3.7,版本,版本,0.8331155776977539
3.9,版本,版本,0.9381881952285767
Python,3.7.5,版本,0.9965452551841736
Python,https://www.python.org/ftp/python/3.7.5/python-3.7.5-amd64.exe,使用参考,0.9278368353843689
Python,https://mirrors.huaweicloud.com/python/3.7.5/python-3.7.5-amd64.exe,使用参考,0.9540078043937683
3.7.5,版本,版本,0.9793517589569092
版本,https://www.python.org/ftp/python/3.7.5/python-3.7.5-amd64.exe,详情参考,0.9446932673454285
版本,https://mirrors.huaweicloud.com/python/3.7.5/python-3.7.5-amd64.exe,详情参考,0.9497278332710266
https://www.python.org/ftp/python/3.7.5/python-3.7.5-amd64.exe,https://mirrors.huaweicloud.com/python/3.7.5/python-3.7.5-amd64.exe,使用参考,0.9389293789863586
Python,3.8.0,版本,0.9963371753692627
Python,https://www.python.org/ftp/python/3.8.0/python-3.8.0-amd64.exe,使用参考,0.9135869145393372
Python,https://mirrors.huaweicloud.com/python/3.8.0/python-3.8.0-amd64.exe,使用参考,0.9537820816040039
3.8.0,版本,版本,0.9769743084907532
3.8.0,https://mirrors.huaweicloud.com/python/3.8.0/python-3.8.0-amd64.exe,版本,0.8075957298278809
版本,https://www.python.org/ftp/python/3.8.0/python-3.8.0-amd64.exe,详情参考,0.9430792927742004
版本,https://mirrors.huaweicloud.com/python/3.8.0/python-3.8.0-amd64.exe,详情参考,0.9507492780685425
https://www.python.org/ftp/python/3.8.0/python-3.8.0-amd64.exe,https://mirrors.huaweicloud.com/python/3.8.0/python-3.8.0-amd64.exe,使用参考,0.9313744306564331
Python,3.9.0,版本,0.9965226650238037
Python,https://www.python.org/ftp/python/3.9.0/python-3.9.0-amd64.exe,使用参考,0.9172307252883911
Python,https://mirrors.huaweicloud.com/python/3.9.0/python-3.9.0-amd64.exe,使用参考,0.9539113640785217
3.9.0,版本,版本,0.9770788550376892
3.9.0,https://mirrors.huaweicloud.com/python/3.9.0/python-3.9.0-amd64.exe,版本,0.8067307472229004
版本,https://www.python.org/ftp/python/3.9.0/python-3.9.0-amd64.exe,详情参考,0.9515125751495361
版本,https://mirrors.huaweicloud.com/python/3.9.0/python-3.9.0-amd64.exe,详情参考,0.9529334306716919
https://www.python.org/ftp/python/3.9.0/python-3.9.0-amd64.exe,https://mirrors.huaweicloud.com/python/3.9.0/python-3.9.0-amd64.exe,使用参考,0.9323355555534363
Python,pip,上面安装,0.9302014708518982
Python,系统环境变量,使用安装,0.9390154480934143
pip,系统环境变量,使用安装,0.9576163291931152
Python,系统,使用安装,0.9811912178993225
Python,系统变量,使用安装,0.9090486168861389
Python,Path,上面安装,0.9862591028213501
Python,路径,使用安装,0.9837487936019897
系统,环境变量,创建或使用关联,0.9908444285392761
系统,系统变量,创建或使用关联,0.9903222918510437
系统,Path,使用安装,0.9476345777511597
系统,路径,创建或使用关联,0.9841205477714539
环境变量,系统变量,创建或使用关联,0.9911656975746155
环境变量,Path,使用安装,0.8176246881484985
环境变量,路径,创建或使用关联,0.990301251411438
系统变量,Path,使用安装,0.9506791234016418
系统变量,路径,创建或使用关联,0.9884322285652161
Path,路径,使用安装,0.9577480554580688
pip,python.exe,工具安装,0.8460713028907776
pip,路径,使用安装,0.990736186504364
pip,系统环境变量,使用安装,0.9622472524642944
python.exe,路径,使用安装,0.985908567905426
python.exe,系统环境变量,使用安装,0.9403086304664612
Python,路径,使用安装,0.9917222857475281
Python,系统环境变量,使用安装,0.9519201517105103
路径,系统环境变量,创建或使用关联,0.9911726117134094
版本,https://www.mindspore.cn/versions,详情参考,0.988817572593689
版本,MindSpore,使用安装,0.9926960468292236
版本,SHA-256,使用安装,0.9919814467430115
版本,1.7.0,版本,0.9300520420074463
版本,命令,创建或使用关联,0.9408705234527588
https://www.mindspore.cn/versions,MindSpore,使用参考,0.9458273649215698
https://www.mindspore.cn/versions,SHA-256,使用参考,0.956387996673584
https://www.mindspore.cn/versions,1.7.0,版本,0.831849217414856
https://www.mindspore.cn/versions,命令,详情参考,0.9824120402336121
MindSpore,SHA-256,工具安装,0.980280339717865
MindSpore,1.7.0,版本,0.9972981810569763
MindSpore,命令,使用安装,0.9908590912818909
SHA-256,1.7.0,版本,0.997286319732666
SHA-256,命令,使用安装,0.9901511669158936
1.7.0,命令,版本,0.9247611165046692
Python,版本,使用安装,0.993174135684967
Python,命令,使用安装,0.9918767213821411
Python,MindSpore,工具安装,0.9931442737579346
版本,命令,创建或使用关联,0.9861723780632019
版本,MindSpore,使用安装,0.9932752847671509
命令,MindSpore,使用安装,0.9932859539985657
Python,3.7,版本,0.997319757938385
pip,"SION:-=%-cp37-cp37m-win_amd64.whl --trusted-host ms-release.obs.cn-north-4.myhuaweicloud.com -i https://pypi.tuna.tsinghua.edu.cn/simple
",编译安装,0.8733348250389099
Python,3.8,版本,0.9973180890083313
pip,"RSION:-=%-cp38-cp38-win_amd64.whl --trusted-host ms-release.obs.cn-north-4.myhuaweicloud.com -i https://pypi.tuna.tsinghua.edu.cn/simple
",编译安装,0.8836186528205872
Python,3.9,版本,0.9973185658454895
pip,"VERSION:-=%-cp39-cp39-win_amd64.whl --trusted-host ms-release.obs.cn-north-4.myhuaweicloud.com -i https://pypi.tuna.tsinghua.edu.cn/simple
",编译安装,0.8836764693260193
whl,mindspore,工具安装,0.9856509566307068
whl,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,使用参考,0.8397541046142578
whl,ModelZoo,工具安装,0.9882090091705322
whl,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.9697989821434021
whl,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.8643019795417786
mindspore,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,使用参考,0.854794442653656
mindspore,ModelZoo,工具安装,0.9845209717750549
mindspore,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.9699034690856934
mindspore,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.8813996315002441
安装包,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,详情参考,0.9890831708908081
安装包,ModelZoo,使用安装,0.8687397241592407
安装包,https://gitee.com/mindspore/models/tree/r1.7/,详情参考,0.9842200875282288
安装包,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,详情参考,0.9890845417976379
依赖,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,详情参考,0.9885220527648926
依赖,https://gitee.com/mindspore/models/tree/r1.7/,详情参考,0.9731921553611755
依赖,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,详情参考,0.9883920550346375
https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,ModelZoo,使用参考,0.8585213422775269
https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.9554560780525208
https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.8756096363067627
ModelZoo,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.9674980044364929
ModelZoo,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.8705472350120544
https://gitee.com/mindspore/models/tree/r1.7/,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.9321420192718506
MindSpore,version,工具安装,0.9924445748329163
MindSpore,版本,使用安装,0.9908835291862488
version,版本,使用安装,0.9850990772247314
MindSpore,版本,使用安装,0.9920803904533386
MindSpore,版本,使用安装,0.9925768971443176
MindSpore,命令,使用安装,0.9912053942680359
版本,命令,创建或使用关联,0.9892376661300659
版本,1.5.0,版本,0.9814527034759521
pip方式,MindSpore,安装,0.9910249710083008
pip方式,CPU,安装,0.9910150170326233
pip方式,Nightly,安装,0.9909899234771729
MindSpore,CPU,安装,0.9282784461975098
MindSpore,Nightly,安装,0.9241949319839478
MindSpore,版本,使用安装,0.9673084020614624
